CWC ID Number,Other ID Number,Collection Date,Site,Latitude,Longitude ,Habitat/Location (measurements in meters indicate distance from marsh edge),Gear,Node Group,Node Code,Common Name,Scientific Name,n,Total Length (mm),Fork Length (mm),Carapace width (mm),Weight (grams),Sex,Tissue Collected,Collection Notes
CWC1089,na,Oct 2015,PS7,29.474614°,-89.855600°,creek,Seine,"Fish, marsh, detritivorous",Marsh detr. fish,Sailfin molly,Poecilia latipinna,1,55,na,na,na,na,muscle,
CWC1090,na,Oct 2015,PS7,29.474614°,-89.855600°,creek,Seine,"Fish, marsh, herbivorous",Marsh herb. fish,Sheepshead minnow,Cyprinodon variegatus,1,49,na,na,na,na,muscle and stomach,
CWC1091,na,Oct 2015,PS7,29.474614°,-89.855600°,creek,Seine,"Fish, marsh, omnivorous",Marsh omn. fish,Diamond killifish,Fundulus xenicus,1&1,<25,na,na,na,na,muscle,
CWC1092,na,Oct 2015,PS7,29.474614°,-89.855600°,creek,Seine,"Fish, marsh, omnivorous",Marsh omn. fish,Diamond killifish,Fundulus xenicus,1&1,<25,na,na,na,na,muscle,
CWC1093,na,Oct 2015,PS7,29.474614°,-89.855600°,creek,Seine,"Fish, marsh, herbivorous",Marsh herb. fish,Sheepshead minnow,Cyprinodon variegatus,1,43,na,na,na,na,muscle and stomach,
CWC1094,na,Oct 2015,PS7,29.474614°,-89.855600°,creek,Minnow Trap,"Fish, marsh, carnivorous",Marsh carn. fish,Gulf killifish,Fundulus grandis,1,101,na,na,na,F,muscle and stomach,
CWC1095,na,Oct 2015,PS7,29.474614°,-89.855600°,creek,Minnow Trap,"Fish, marsh, carnivorous",Marsh carn. fish,Gulf killifish,Fundulus grandis,1,99,na,na,na,F,muscle and stomach,
CWC1096,na,Oct 2015,PS7,29.474614°,-89.855600°,edge,Trawl,"Crabs, blue",Blue crabs,Blue crab,Callinectes sapidus,1,na,na,40,na,na,muscle,Muscle
CWC1097,na,Oct 2015,PS7,29.474614°,-89.855600°,creek,Minnow Trap,"Fish, marsh, carnivorous",Marsh carn. fish,Gulf killifish,Fundulus grandis,1,89,na,na,na,F,muscle and stomach,
CWC1098,na,Oct 2015,PS7,29.474614°,-89.855600°,creek,Minnow Trap,"Fish, marsh, carnivorous",Marsh carn. fish,Gulf killifish,Fundulus grandis,1,91,na,na,na,M,muscle and stomach,
CWC1099,na,Oct 2015,PS7,29.474614°,-89.855600°,creek,Minnow Trap,"Fish, marsh, carnivorous",Marsh carn. fish,Gulf killifish,Fundulus grandis,1,83,na,na,na,M,muscle and stomach,
CWC1100,na,Oct 2015,PS7,29.474614°,-89.855600°,creek,Seine,"Shrimp, grass",Grass shrimp,Grass shrimp,Palaemonetes pugio,8-10,x?=32,na,na,na,na,muscle,
CWC1101,na,Oct 2015,PS7,29.474614°,-89.855600°,pond,Seine,"Crabs, blue",Blue crabs,Blue crab,Callinectes sapidus,3,na,na,x?=35,na,na,muscle,Muscle
CWC1102,na,Oct 2015,PS7,29.474614°,-89.855600°,creek,Minnow Trap,"Fish, marsh, carnivorous",Marsh carn. fish,Gulf killifish,Fundulus grandis,4,75-80,na,na,na,"2M, 2F",whole body,
CWC1103,na,Oct 2015,PS7,29.474614°,-89.855600°,creek,Minnow Trap,"Fish, marsh, carnivorous",Marsh carn. fish,Gulf killifish,Fundulus grandis,10,60-65,na,na,na,na,whole body,
CWC1104,na,Oct 2015,PS7,29.474614°,-89.855600°,creek,Minnow Trap,"Fish, marsh, carnivorous",Marsh carn. fish,Gulf killifish,Fundulus grandis,1,90,na,na,na,F,muscle and stomach,
CWC1105,na,Oct 2015,PS7,29.474614°,-89.855600°,edge,Hand,"Crabs, hermit",Herm. crabs,Hermit crab,na,5,x?=22,na,na,na,na,muscle,Only muscle
CWC1106,na,Oct 2015,PS7,29.474614°,-89.855600°,Juncus,Hand,"Snails, omnivorous",Omn. snail,Marsh periwinkle,Littoraria irrorata,8,na,na,na,na,na,muscle,Homogenized
CWC1107,na,Oct 2015,PS7,29.474614°,-89.855600°,Juncus,Hand,"Snails, omnivorous",Omn. snail,Marsh periwinkle,Littoraria irrorata,8,na,na,na,na,na,muscle,Homogenized
CWC1108,na,Oct 2015,PS7,29.474614°,-89.855600°,Juncus,Hand,"Snails, omnivorous",Omn. snail,Marsh periwinkle,Littoraria irrorata,8,na,na,na,na,na,muscle,Homogenized
CWC1109,na,Oct 2015,PS7,29.474614°,-89.855600°,edge,Trawl,"Fish, benthivorous",Benth. fish,Spot,Leiostomus xanthurus,1,109,na,na,na,na,stomach,
CWC1110,na,Oct 2015,PS7,29.474614°,-89.855600°,edge,Trawl,"Fish, benthivorous",Benth. fish,Spot,Leiostomus xanthurus,1,110,na,na,na,na,stomach,
CWC1111,na,Oct 2015,PS7,29.474614°,-89.855600°,Juncus,Hand,"Snails, omnivorous",Omn. snail,Marsh periwinkle,Littoraria irrorata,8,na,na,na,na,na,muscle,Homogenized
CWC1112,na,Oct 2015,PS7,29.474614°,-89.855600°,edge,Trawl,"Crabs, blue",Blue crabs,Blue crab,Callinectes sapidus,1,na,na,172,na,na,hepatopancreas,
CWC1113,na,Oct 2015,PS7,29.474614°,-89.855600°,edge,Trawl,"Crabs, blue",Blue crabs,Blue crab,Callinectes sapidus,na,na,na,(same as #1112),na,na,muscle,
CWC1114,na,Oct 2015,PS7,29.474614°,-89.855600°,edge,Hand,"Crabs, fiddler",Fidl. crabs,Fiddler crab,Uca sp.,3,na,na,na,na,na,muscle,
CWC1115,na,Oct 2015,PS7,29.474614°,-89.855600°,edge,Hand,"Crabs, fiddler",Fidl. crabs,Fiddler crab,Uca sp.,3,na,na,na,na,na,muscle,
CWC1116,na,Oct 2015,PS7,29.474614°,-89.855600°,edge,Hand,"Crabs, fiddler",Fidl. crabs,Fiddler crab,Uca sp.,2,na,na,na,na,na,muscle,
CWC1117,na,Oct 2015,PS7,29.474614°,-89.855600°,creek,Minnow Trap,"Crabs, blue",Blue crabs,Blue crab,Callinectes sapidus,3,na,na,x?=30,na,na,muscle,Muscle
CWC1118,na,Oct 2015,PS7,29.474614°,-89.855600°,creek,Minnow Trap,"Shrimp, grass",Grass shrimp,Grass shrimp,Palaemonetes pugio,10-20,na,na,na,na,na,whole body,
CWC1119,na,Oct 2015,PS7,29.474614°,-89.855600°,creek,Minnow Trap,"Shrimp, grass",Grass shrimp,Grass shrimp,Palaemonetes pugio,26,x?=22,na,na,na,na,whole body,
CWC1120,na,Oct 2015,PS7,29.474614°,-89.855600°,creek,Minnow Trap,"Shrimp, grass",Grass shrimp,Grass shrimp,Palaemonetes pugio,30,x?=22,na,na,na,na,whole body,
CWC1121,na,Oct 2015,PS7,29.474614°,-89.855600°,edge,Trawl,"Fish, invertivorous",Invert. fish,Least puffer,Sphoeroides parvus,1,64,na,na,na,na,muscle and stomach,
CWC1122,na,Oct 2015,PS7,29.474614°,-89.855600°,edge,Trawl,"Fish, invertivorous",Invert. fish,Least puffer,Sphoeroides parvus,1,56,na,na,na,na,muscle and stomach,
CWC1123,na,Oct 2015,PS7,29.474614°,-89.855600°,edge,Trawl,"Fish, invertivorous",Invert. fish,Least puffer,Sphoeroides parvus,1,58,na,na,na,na,muscle and stomach,
CWC1124,na,Oct 2015,PS7,29.474614°,-89.855600°,edge,Trawl,"Fish, invertivorous",Invert. fish,Least puffer,Sphoeroides parvus,1,59,na,na,na,na,muscle and stomach,
CWC1125,na,Oct 2015,PS7,29.474614°,-89.855600°,edge,Trawl,"Fish, invertivorous",Invert. fish,Least puffer,Sphoeroides parvus,1,57,na,na,na,na,muscle and stomach,
CWC1126,na,Oct 2015,PS7,29.474614°,-89.855600°,edge,Trawl,"Fish, invertivorous",Invert. fish,Least puffer,Sphoeroides parvus,1,57,na,na,na,na,muscle and stomach,
CWC1127,na,Oct 2015,PS7,29.474614°,-89.855600°,edge,Trawl,"Fish, invertivorous",Invert. fish,Least puffer,Sphoeroides parvus,7,na,na,na,na,na,whole body,Entire fish in formalin
CWC1128,na,Oct 2015,PS7,29.474614°,-89.855600°,edge,Trawl,"Fish, invertivorous",Invert. fish,Toadfish,Opsanus beta,1,87,na,na,na,na,muscle,
CWC1129,na,Oct 2015,PS7,29.474614°,-89.855600°,edge,Trawl,"Fish, invertivorous",Invert. fish,Spadefish,Chaetodipterus faber,1,61,na,na,na,na,muscle,
CWC1130,na,Oct 2015,PS7,29.474614°,-89.855600°,edge,Trawl,"Fish, invertivorous",Invert. fish,Spadefish,Chaetodipterus faber,1,48,na,na,na,na,muscle,
CWC1131,na,Oct 2015,PS7,29.474614°,-89.855600°,edge,Trawl,UNKNOWN,UNK,Snapping shrimp,na,1,~40,na,na,na,na,whole body,
CWC1132,na,Oct 2015,PS7,29.474614°,-89.855600°,pond,Plankton Net,Phytoplankton,Phyto,Phytoplankton,na,na,na,na,na,na,na,whole body,350 mL
CWC1133,na,Oct 2015,PS7,29.474614°,-89.855600°,creek,Plankton Net,Phytoplankton,Phyto,Phytoplankton,na,na,na,na,na,na,na,whole body,350 mL
CWC1134,na,Oct 2015,PS7,29.474614°,-89.855600°,edge,Plankton Net,Phytoplankton,Phyto,Phytoplankton,na,na,na,na,na,na,na,whole body,500 mL
CWC1135,na,Oct 2015,PS7,29.474614°,-89.855600°,edge,Gill net,"Fish, benthivorous",Benth. fish,Hardhead catfish,Arius felis,1,335,na,na,na,na,muscle and stomach,
CWC1136,na,Oct 2015,PS7,29.474614°,-89.855600°,edge,Gill net,"Fish, piscivorous",Pisc. fish,Alligator gar,Atractosteus spatula,1,760,na,na,na,F,muscle and stomach,
CWC1137,na,Oct 2015,PS7,29.474614°,-89.855600°,edge,Gill net,"Fish, piscivorous",Pisc. fish,Alligator gar,Atractosteus spatula,1,865,na,na,na,M,muscle and stomach,
CWC1138,na,Oct 2015,PS7,29.474614°,-89.855600°,edge,Gill net,"Crabs, blue",Blue crabs,Blue crab,Callinectes sapidus,1,na,na,130,na,M,hepatopancreas,
CWC1139,na,Oct 2015,PS7,29.474614°,-89.855600°,edge,Gill net,"Crabs, blue",Blue crabs,Blue crab,Callinectes sapidus,na,na,na,(same as #1138),na,na,muscle,
CWC1140,na,Oct 2015,PS7,29.474614°,-89.855600°,edge,Plankton Net,Phytoplankton,Phyto,Phytoplankton,na,na,na,na,na,na,na,whole body,500 mL
CWC1141,na,Oct 2015,PS7,29.474614°,-89.855600°,edge,Plankton Net,Phytoplankton,Phyto,Phytoplankton,na,na,na,na,na,na,na,whole body,500 mL
CWC1142,na,Oct 2015,PS5,29.449130°,-89.749237°,edge,Plankton Net,Phytoplankton,Phyto,Phytoplankton,na,na,na,na,na,na,na,whole body,300 mL
CWC1143,na,Oct 2015,PS5,29.449130°,-89.749237°,edge,Plankton Net,Phytoplankton,Phyto,Phytoplankton,na,na,na,na,na,na,na,whole body,250 mL
CWC1144,na,Oct 2015,PS5,29.449130°,-89.749237°,edge,Plankton Net,Phytoplankton,Phyto,Phytoplankton,na,na,na,na,na,na,na,whole body,250 mL
CWC1145,na,Oct 2015,PS5,29.449130°,-89.749237°,pond,Plankton Net,Phytoplankton,Phyto,Phytoplankton,na,na,na,na,na,na,na,whole body,250 mL
CWC1146,na,Oct 2015,PS5,29.449130°,-89.749237°,creek,Plankton Net,Phytoplankton,Phyto,Phytoplankton,na,na,na,na,na,na,na,whole body,350 mL
CWC1148,na,Oct 2015,PS5,29.449130°,-89.749237°,creek,Gill net,"Crabs, blue",Blue crabs,Blue crab,Callinectes sapidus,1,na,na,96,na,na,hepatopancreas,
CWC1149,na,Oct 2015,PS5,29.449130°,-89.749237°,creek,Gill net,"Crabs, blue",Blue crabs,Blue crab,Callinectes sapidus,na,na,na,(same as #1148),na,na,muscle,
CWC1150,na,Oct 2015,PS5,29.449130°,-89.749237°,creek,Gill net,"Fish, marsh, detritivorous",Marsh detr. fish,Striped mullet,Mugil cephalus,1,185,na,na,na,na,muscle,
CWC1151,na,Oct 2015,PS5,29.449130°,-89.749237°,creek,Gill net,"Fish, marsh, detritivorous",Marsh detr. fish,Striped mullet,Mugil cephalus,1,182,na,na,na,na,muscle,
CWC1152,na,Oct 2015,PS5,29.449130°,-89.749237°,creek,Gill net,"Fish, marsh, detritivorous",Marsh detr. fish,Striped mullet,Mugil cephalus,1,178,na,na,na,na,muscle,
CWC1153,na,Oct 2015,PS5,29.449130°,-89.749237°,edge,Trawl,"Shrimp, penaeid",Penaeid shrimp,Brown shrimp,Penaeus,1,111,na,na,na,na,muscle,
CWC1154,na,Oct 2015,PS5,29.449130°,-89.749237°,5 m,Hand,"Snails, omnivorous",Omn. snail,Marsh periwinkle,Littoraria irrorata,8,na,na,na,na,na,muscle,on Distichlis
CWC1155,na,Oct 2015,PS5,29.449130°,-89.749237°,edge,Trawl,"Shrimp, penaeid",Penaeid shrimp,Brown shrimp,Penaeus,1,97,na,na,na,na,muscle,
CWC1156,na,Oct 2015,PS5,29.449130°,-89.749237°,creek,Trawl,"Fish, invertivorous",Invert. fish,Pinfish,Lagodon rhomboides,1,138,na,na,na,na,muscle,
CWC1157,na,Oct 2015,PS5,29.449130°,-89.749237°,creek,Trawl,"Fish, benthivorous",Benth. fish,Gizzard shad,Dorosoma cepedianum,1,220,na,na,na,na,muscle,
CWC1158,na,Oct 2015,PS5,29.449130°,-89.749237°,edge,Hand,"Snails, omnivorous",Omn. snail,Marsh periwinkle,Littoraria irrorata,8,na,na,na,na,na,muscle,on Spartina alterniflora
CWC1159,na,Oct 2015,PS5,29.449130°,-89.749237°,edge,Trawl,"Shrimp, penaeid",Penaeid shrimp,Brown shrimp,Penaeus,1,81,na,na,na,na,muscle,
CWC1160,na,Oct 2015,PS5,29.449130°,-89.749237°,5 m,Hand,"Snails, omnivorous",Omn. snail,Marsh periwinkle,Littoraria irrorata,8,na,na,na,na,na,muscle,on Distichlis
CWC1161,na,Oct 2015,PS5,29.449130°,-89.749237°,edge,Trawl,"Shrimp, penaeid",Penaeid shrimp,Brown shrimp,Penaeus,1,96,na,na,na,na,muscle,
CWC1162,na,Oct 2015,PS5,29.449130°,-89.749237°,edge,Trawl,"Crabs, blue",Blue crabs,Blue crab,Callinectes sapidus,2,na,na,x?=45,na,na,muscle,
CWC1163,na,Oct 2015,PS5,29.449130°,-89.749237°,edge,Trawl,"Crabs, blue",Blue crabs,Blue crab,Callinectes sapidus,na,na,na,(same as #1162),na,na,muscle,
CWC1164,na,Oct 2015,PS5,29.449130°,-89.749237°,edge,Trawl,"Fish, carnivorous",Carn. fish,Gafftopsail catfish,Bagre marinus,1,na,128,na,na,na,muscle and stomach,
CWC1165,na,Oct 2015,PS5,29.449130°,-89.749237°,edge,Hand,"Snails, omnivorous",Omn. snail,Marsh periwinkle,Littoraria irrorata,8,na,na,na,na,na,muscle,on Spartina alterniflora
CWC1166,na,Oct 2015,PS5,29.449130°,-89.749237°,edge,Trawl,"Shrimp, penaeid",Penaeid shrimp,Brown shrimp,Penaeus,1,94,na,na,na,na,muscle,
CWC1167,na,Oct 2015,PS5,29.449130°,-89.749237°,edge,Trawl,"Fish, carnivorous",Carn. fish,Gafftopsail catfish,Bagre marinus,1,131,na,na,na,na,muscle and stomach,
CWC1168,na,Oct 2015,PS5,29.449130°,-89.749237°,edge,Trawl,"Shrimp, penaeid",Penaeid shrimp,Brown shrimp,Penaeus,1,89,na,na,na,na,muscle,
CWC1169,na,Oct 2015,PS5,29.449130°,-89.749237°,5 m,Hand,"Snails, omnivorous",Omn. snail,Marsh periwinkle,Littoraria irrorata,8,na,na,na,na,na,muscle,on Distichlis
CWC1170,na,Oct 2015,PS5,29.449130°,-89.749237°,edge,Trawl,"Fish, carnivorous",Carn. fish,Gafftopsail catfish,Bagre marinus,1,128,na,na,na,na,muscle and stomach,
CWC1171,na,Oct 2015,PS5,29.449130°,-89.749237°,edge,Trawl,"Fish, benthivorous",Benth. fish,Hardhead catfish,Arius felis,1,100,na,na,na,na,muscle and stomach,
CWC1172,na,Oct 2015,PS5,29.449130°,-89.749237°,edge,Shovel,"Bivalve, suspension-feeding",Bivalves,Ribbed mussel,Geukensia demissa,1,75,na,na,na,na,muscle,
CWC1173,na,Oct 2015,PS5,29.449130°,-89.749237°,edge,Shovel,"Bivalve, suspension-feeding",Bivalves,Eastern oyster,Crassostrea virginica,1,101,na,na,na,na,muscle,
CWC1174,na,Oct 2015,PS5,29.449130°,-89.749237°,edge,Trawl,"Fish, benthivorous",Benth. fish,Hardhead catfish,Arius felis,1,91,na,na,na,na,muscle and stomach,
CWC1175,na,Oct 2015,PS5,29.449130°,-89.749237°,5 m,Hand,"Snails, omnivorous",Omn. snail,Marsh periwinkle,Littoraria irrorata,8,na,na,na,na,na,muscle,on Distichlis
CWC1176,na,Oct 2015,PS5,29.449130°,-89.749237°,edge,Hand,"Snails, omnivorous",Omn. snail,Marsh periwinkle,Littoraria irrorata,8,na,na,na,na,na,muscle,on Spartina alterniflora
CWC1177,na,Oct 2015,PS5,29.449130°,-89.749237°,edge,Hand,"Snails, omnivorous",Omn. snail,Marsh periwinkle,Littoraria irrorata,8,na,na,na,na,na,muscle,on Spartina alterniflora
CWC1178,na,Oct 2015,PS5,29.449130°,-89.749237°,edge,Trawl,"Fish, benthivorous",Benth. fish,Hardhead catfish,Arius felis,1,95,na,na,na,na,muscle and stomach,
CWC1179,na,Oct 2015,PS5,29.449130°,-89.749237°,edge,Shovel,"Bivalve, suspension-feeding",Bivalves,Ribbed mussel,Geukensia demissa,2,x?=55,na,na,na,na,muscle,
CWC1180,na,Oct 2015,PS5,29.449130°,-89.749237°,edge,Shovel,"Bivalve, suspension-feeding",Bivalves,Eastern oyster,Crassostrea virginica,1,x?=89,na,na,na,na,muscle,
CWC1181,na,Oct 2015,PS5,29.449130°,-89.749237°,edge,Hand,"Bivalve, suspension-feeding",Bivalves,Eastern oyster,Crassostrea virginica,1,96,na,na,na,na,muscle,
CWC1182,na,Oct 2015,PS5,29.449130°,-89.749237°,edge,Hand,"Bivalve, suspension-feeding",Bivalves,Ribbed mussel,Geukensia demissa,3,x?=45,na,na,na,na,muscle,
CWC1183,na,Oct 2015,PS5,29.449130°,-89.749237°,edge,Trawl,"Fish, benthivorous",Benth. fish,Hardhead catfish,Arius felis,1,85,na,na,na,na,muscle and stomach,
CWC1184,na,Oct 2015,PS5,29.449130°,-89.749237°,edge,Hand,"Bivalve, suspension-feeding",Bivalves,Eastern oyster,Crassostrea virginica,1,110,na,na,na,na,muscle,
CWC1185,na,Oct 2015,PS5,29.449130°,-89.749237°,edge,Trawl,"Fish, benthivorous",Benth. fish,Hardhead catfish,Arius felis,1,88,na,na,na,na,muscle and stomach,
CWC1186,na,Oct 2015,PS5,29.449130°,-89.749237°,edge,Trawl,"Bivalve, suspension-feeding",Bivalves,Eastern oyster,Crassostrea virginica,1,89,na,na,na,na,muscle,
CWC1187,na,Oct 2015,PS5,29.449130°,-89.749237°,edge,Trawl,"Fish, benthivorous",Benth. fish,Hardhead catfish,Arius felis,1,95,na,na,na,na,muscle and stomach,
CWC1188,na,Oct 2015,PS5,29.449130°,-89.749237°,5 m,Hand,"Snails, omnivorous",Omn. snail,Marsh periwinkle,Littoraria irrorata,8,na,na,na,na,na,muscle,on Succulents
CWC1189,na,Oct 2015,PS5,29.449130°,-89.749237°,5 m,Hand,"Snails, omnivorous",Omn. snail,Marsh periwinkle,Littoraria irrorata,8,na,na,na,na,na,muscle,on Succulents
CWC1190,na,Oct 2015,PS5,29.449130°,-89.749237°,15-20 m,Hand,"Snails, omnivorous",Omn. snail,Marsh periwinkle,Littoraria irrorata,9,na,na,na,na,na,muscle,on Juncus
CWC1191,na,Oct 2015,PS5,29.449130°,-89.749237°,edge,Hand,"Bivalve, suspension-feeding",Bivalves,Ribbed mussel,Geukensia demissa,3,x?=44,na,na,na,na,muscle,
CWC1192,na,Oct 2015,PS5,29.449130°,-89.749237°,edge,Hand,"Bivalve, suspension-feeding",Bivalves,Eastern oyster,Crassostrea virginica,1,111,na,na,na,na,muscle,
CWC1193,na,Oct 2015,PS5,29.449130°,-89.749237°,edge,Trawl,"Fish, benthivorous",Benth. fish,Hardhead catfish,Arius felis,12,na,na,na,na,na,stomach,
CWC1194,na,Oct 2015,PS5,29.449130°,-89.749237°,edge,Hand,"Bivalve, suspension-feeding",Bivalves,Ribbed mussel,Geukensia demissa,4,x?=38,na,na,na,na,muscle,
CWC1195,na,Oct 2015,PS5,29.449130°,-89.749237°,5 m,Hand,"Snails, omnivorous",Omn. snail,Marsh periwinkle,Littoraria irrorata,8,na,na,na,na,na,muscle,on Succulents
CWC1196,na,Oct 2015,PS5,29.449130°,-89.749237°,5 m,Hand,"Snails, omnivorous",Omn. snail,Marsh periwinkle,Littoraria irrorata,8,na,na,na,na,na,muscle,on Succulents
CWC1197,na,Oct 2015,PS5,29.449130°,-89.749237°,15-20 m,Hand,"Bivalve, suspension-feeding",Bivalves,Ribbed mussel,Geukensia demissa,2,x?=65,na,na,na,na,muscle,on Juncus
CWC1198,na,Oct 2015,PS5,29.449130°,-89.749237°,15-20 m,Hand,"Bivalve, suspension-feeding",Bivalves,Ribbed mussel,Geukensia demissa,2,x?=70,na,na,na,na,muscle,on Juncus
CWC1199,na,Oct 2015,PS5,29.449130°,-89.749237°,15-20 m,Hand,"Bivalve, suspension-feeding",Bivalves,Ribbed mussel,Geukensia demissa,2,x?=65,na,na,na,na,muscle,on Juncus
CWC1200,na,Oct 2015,PS5,29.449130°,-89.749237°,edge,Trawl,"Fish, invertivorous",Invert. fish,Bay whiff,Citharichthys spilopterus,1,129,na,na,na,F,muscle,
CWC1201,na,Oct 2015,PS5,29.449130°,-89.749237°,edge,Trawl,"Fish, invertivorous",Invert. fish,Bay whiff,Citharichthys spilopterus,1,121,na,na,na,F,muscle and stomach,
CWC1202,na,Oct 2015,PS5,29.449130°,-89.749237°,edge,Trawl,"Fish, invertivorous",Invert. fish,Bay whiff,Citharichthys spilopterus,1,107,na,na,na,na,muscle,
CWC1203,na,Oct 2015,PS5,29.449130°,-89.749237°,edge,Trawl,"Fish, invertivorous",Invert. fish,Least puffer,Sphoeroides parvus,14,na,na,na,na,na,whole body,
CWC1204,na,Oct 2015,PS5,29.449130°,-89.749237°,edge,Trawl,"Fish, invertivorous",Invert. fish,Least puffer,Sphoeroides parvus,1,65,na,na,na,na,muscle and stomach,
CWC1205,na,Oct 2015,PS5,29.449130°,-89.749237°,edge,Trawl,"Fish, invertivorous",Invert. fish,Bay whiff,Citharichthys spilopterus,1,100,na,na,na,na,muscle,
CWC1206,na,Oct 2015,PS5,29.449130°,-89.749237°,edge,Seine,"Shrimp, grass",Grass shrimp,Grass shrimp,Palaemonetes pugio,2,na,na,na,na,na,muscle,
CWC1207,na,Oct 2015,PS5,29.449130°,-89.749237°,edge,Seine,"Crabs, blue",Blue crabs,Blue crab,Callinectes sapidus,1,na,na,91,na,M,hepatopancreas,
CWC1208,na,Oct 2015,PS5,29.449130°,-89.749237°,edge,Seine,"Crabs, blue",Blue crabs,Blue crab,Callinectes sapidus,na,na,na,(same as #1207),na,na,muscle,
CWC1209,na,Oct 2015,PS5,29.449130°,-89.749237°,edge,Trawl,"Fish, invertivorous",Invert. fish,Least puffer,Sphoeroides parvus,1,61,na,na,na,na,muscle and stomach,
CWC1210,na,Oct 2015,PS5,29.449130°,-89.749237°,edge,Trawl,"Fish, invertivorous",Invert. fish,Bay whiff,Citharichthys spilopterus,1,102,na,na,na,na,muscle and stomach,
CWC1211,na,Oct 2015,PS5,29.449130°,-89.749237°,edge,Trawl,"Fish, invertivorous",Invert. fish,Bay whiff,Citharichthys spilopterus,1,95,na,na,na,na,muscle and stomach,
CWC1212,na,Oct 2015,PS5,29.449130°,-89.749237°,edge,Trawl,"Fish, invertivorous",Invert. fish,Least puffer,Sphoeroides parvus,1,59,na,na,na,na,muscle and stomach,
CWC1213,na,Oct 2015,PS5,29.449130°,-89.749237°,edge,Trawl,"Fish, invertivorous",Invert. fish,Bay whiff,Citharichthys spilopterus,4,na,na,na,na,na,whole body,
CWC1214,na,Oct 2015,PS5,29.449130°,-89.749237°,pond,Seine,"Crabs, blue",Blue crabs,Blue crab,Callinectes sapidus,1,na,na,na,na,na,hepatopancreas,
CWC1215,na,Oct 2015,PS5,29.449130°,-89.749237°,pond,Seine,"Crabs, blue",Blue crabs,Blue crab,Callinectes sapidus,1,na,na,(same as #1215),na,na,muscle,
CWC1216,na,Oct 2015,PS5,29.449130°,-89.749237°,edge,Trawl,"Fish, invertivorous",Invert. fish,Least puffer,Sphoeroides parvus,1,59,na,na,na,na,muscle and stomach,
CWC1217,na,Oct 2015,PS5,29.449130°,-89.749237°,edge,Trawl,UNKNOWN,UNK,Tonguefish,Cynoglossidae sp.,1,87,na,na,na,na,muscle and stomach,
CWC1218,na,Oct 2015,PS5,29.449130°,-89.749237°,edge,Trawl,UNKNOWN,UNK,Tonguefish,Cynoglossidae sp.,1,86,na,na,na,na,muscle and stomach,
CWC1219,na,Oct 2015,PS5,29.449130°,-89.749237°,edge,Trawl,"Fish, invertivorous",Invert. fish,Least puffer,Sphoeroides parvus,1,60,na,na,na,na,muscle and stomach,
CWC1220,na,Oct 2015,PS5,29.449130°,-89.749237°,pond,Seine,"Fish, marsh, detritivorous",Marsh detr. fish,Sailfin molly,Poecilia latipinna,10,na,na,na,na,na,whole body,
CWC1221,na,Oct 2015,PS5,29.449130°,-89.749237°,pond,Seine,"Fish, marsh, detritivorous",Marsh detr. fish,Sailfin molly,Poecilia latipinna,10,na,na,na,na,na,whole body,
CWC1222,na,Oct 2015,PS5,29.449130°,-89.749237°,pond,Seine,"Fish, marsh, herbivorous",Marsh herb. fish,Sheepshead minnow,Cyprinodon variegatus,10,na,na,na,na,na,whole body,
CWC1223,na,Oct 2015,PS5,29.449130°,-89.749237°,pond,Seine,"Fish, marsh, herbivorous",Marsh herb. fish,Sheepshead minnow,Cyprinodon variegatus,10,na,na,na,na,na,whole body,
CWC1224,na,Oct 2015,PS5,29.449130°,-89.749237°,edge,Trawl,"Fish, invertivorous",Invert. fish,Least puffer,Sphoeroides parvus,1,58,na,na,na,na,muscle and stomach,
CWC1225,na,Oct 2015,PS5,29.449130°,-89.749237°,edge,Dip net,"Shrimp, grass",Grass shrimp,Grass shrimp,Palaemonetes pugio,20,18-26,na,na,na,na,muscle,
CWC1226,na,Oct 2015,PS5,29.449130°,-89.749237°,pond,Seine,"Crabs, blue",Blue crabs,Blue crab,Callinectes sapidus,1,na,na,56,na,na,hepatopancreas,parasite in hepato & maybe others too
CWC1227,na,Oct 2015,PS5,29.449130°,-89.749237°,pond,Seine,"Crabs, blue",Blue crabs,Blue crab,Callinectes sapidus,na,na,na,(same as #1226),na,na,muscle,
CWC1228,na,Oct 2015,PS5,29.449130°,-89.749237°,15-20 m,Hand,"Snails, detritivorous",Detr. snail,Coffee bean snail,Melampus coffeus,4,na,na,na,na,na,muscle,on Juncus
CWC1229,na,Oct 2015,PS5,29.449130°,-89.749237°,15-20 m,Hand,"Snails, detritivorous",Detr. snail,Coffee bean snail,Melampus coffeus,4,na,na,na,na,na,muscle,
CWC1230,na,Oct 2015,PS5,29.449130°,-89.749237°,15-20 m,Hand,"Snails, detritivorous",Detr. snail,Coffee bean snail,Melampus coffeus,4,na,na,na,na,na,muscle,
CWC1231,na,Oct 2015,PS5,29.449130°,-89.749237°,15-20 m,Hand,"Snails, detritivorous",Detr. snail,Coffee bean snail,Melampus coffeus,bunch,na,na,na,na,na,whole body,
CWC1232,na,Oct 2015,PS5,29.449130°,-89.749237°,pond,Seine,"Fish, marsh, detritivorous",Marsh detr. fish,Sailfin molly,Poecilia latipinna,1,76,na,na,na,na,muscle and stomach,
